,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,634187903,False,0.657351732254028,7990,4820,4210,0.155881749735335,0.00253783399239182,0.98276698589325,387.246368408203,0.0212675925,301539438,1097,642974595488.0,6840991232.0,6723100160.0,17361300.0,8.3802142592
1,1,634188374,False,0.268783688545227,7680,4700,5270,0.000321957449392588,0.00113714544568211,0.65387350320816,575.013061523438,4.39259877929687e-05,301539438,414,4355029504.0,31533300.0,20618790.0,35857.94921875,0.0386282925
2,2,634187716,False,0.236763283610344,11400,6290,9600,0.00476261203922378,3.80762549809929e-05,0.00609762296368619,160.142402836887,0.000649782878738403,301539438,1073,2070041264128.0,13930860672.0,84945135.9375,530435.003051758,17.0653043232
3,1,634188008,False,0.0300651863217354,2360,3450,3290,4.06641571388217e-06,2.64557002083166e-07,3.74360097339377e-05,141.504516601562,5.54797931671143e-07,301539438,962,281898057728.0,1711904384.0,64086.8671875,452.896270751953,2.0970828704
4,2,634187042,False,0.95536082983017,8480,4810,6550,0.967555388952864,0.0465599112212658,22.1739673614502,476.245910644531,0.1320075876,301539438,128,241296703488.0,2314465280.0,51320877056.0,107761296.0,2.835219968
5,1,634188305,False,0.077476367354393,8770,1290,5230,6.04596561622458e-05,1.57942649821052e-05,0.00271911546587944,172.158416748047,8.24876120605469e-06,301539438,542,71056064512.0,426337216.0,1159260.125,6733.6826171875,0.5222630896
6,3,634189036,False,0.166393622756004,7550,6800,4680,0.000428774760649979,0.000369740957431017,0.0605761833375336,163.834117157106,5.8499515814209e-05,301539438,557,10624554112.0,129157200.0,7823850.2265625,47754.7067871094,0.15821757
7,3,634189392,False,0.0496566295623779,12810,4870,3560,2.58562881386079e-05,1.27673814123375e-06,0.000203290710905837,159.226629439761,3.52768044128418e-06,301539438,1033,419854729216.0,2255544064.0,458531.15625,2879.73913574219,2.7630414784
8,3,634188672,False,1.0,7810,5090,7200,12.0451744113324,0.00334371472292307,3.34408001003827,1000.1092458973,1.64337301452279,301539438,8,59137605788315.5,401209164840.0,1341675547985.59,1341528991.44718,491.481226929
9,3,634189145,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,301539438,707,33021809664.0,136126800.0,0.0,0.0,0.16675533
10,1,634188618,False,0.182385072112083,12000,4740,4020,0.00606135027022498,0.000251734422399676,0.0407027689780503,161.689325560042,0.000826975112646484,301539438,73,69409292389.0,2681721944.0,109153508.75,675081.724609375,3.2851093814
11,1,634188011,False,0.0747545510530472,8080,3460,570,0.000214104973527624,0.000185730910743587,0.0226095654070377,121.732917785645,2.92112279785156e-05,301539438,959,11526561792.0,128389504.0,2902831.0,23845.900390625,0.1572771424
12,2,634187070,False,0.000928018824197352,12560,5420,5710,7.49915489795982e-09,4.29638339483063e-06,0.000232004706049338,54.0,1.0231407508254e-09,301539438,164,8547940.0,194400.0,45.1017150878906,0.83521693944931,0.00023814
13,2,634187347,False,0.401834547519684,8090,4180,5930,0.00811428669098995,0.021741246804595,8.68368530273438,399.410614013672,0.001107065728125,301539438,587,6473545728.0,41567400.0,360958208.0,903727.125,0.050920065
14,1,634188419,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,301539438,344,51221626880.0,338659200.0,0.0,0.0,0.41485752
15,2,634187421,False,0.617033243179321,8660,4430,5850,0.00498648164511177,0.0187555402517319,5.62875318527222,300.111480712891,0.0006803263359375,301539438,681,1506361856.0,29610900.0,166672448.0,555368.4375,0.0362733525
16,2,634187821,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,301539438,1105,12147854336.0,82221296.0,0.0,0.0,0.1007210876
17,3,634188997,False,0.275772303342819,2670,4210,5630,0.000809809307796555,0.000238126735212651,0.0325601718908003,136.734633604763,0.000110485636645508,301539438,484,78754621440.0,378757792.0,12332418.8125,90192.3564453125,0.4639782952
18,3,634189399,False,0.23121652007103,8360,4380,7940,0.000809470037782297,0.00163829230654957,0.377122784828529,230.192611734101,0.000110439348632812,301539438,1044,4565812224.0,55029600.0,20752916.0,90154.5703125,0.06741126
19,1,634187088,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,301539438,312782652,2344800512.0,14726700.0,0.0,0.0,0.0180402075
20,2,634187609,False,0.126526817679405,5550,2350,7760,1.70534388762503e-05,4.48052651336184e-06,0.000816322339233011,182.193389892578,2.32667127075195e-06,301539438,945,71564500992.0,423906304.0,346044.1875,1899.32348632812,0.5192852224
21,1,634188315,False,0.303044676780701,7760,2140,1030,9.40912902167181e-05,0.000118272175313905,0.0241712052375078,204.369323730469,1.28372642822266e-05,301539438,527,10304503808.0,88604096.0,2141667.75,10479.3994140625,0.1085400176
22,3,634188850,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,301539438,312782582,15991553024.0,105526800.0,0.0,0.0,0.12927033
