,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,635477131,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,182305697,45540454400.0,149164192.0,0.0,0.0,0.1827261352
1,3,635479662,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,642,22619669504.0,139010400.0,0.0,0.0,0.17028774
2,3,635480217,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,917,1327868672.0,8380800.0,0.0,0.0,0.01026648
3,1,635478686,False,0.0564826503396034,6780,2930,3080,0.000469737971395038,1.1726857337635e-05,0.00357540370896459,304.890197753906,9.34778598632812e-06,585931259,108,16544237568.0,650715328.0,2326570.0,7630.845703125,0.7971262768
4,1,635478491,False,0.0304728057235479,5580,3010,4940,9.31773575463402e-05,1.10185223258115e-06,0.000362381136621427,328.883606990139,1.85422948570251e-06,585931259,242,320275058688.0,1373738400.0,497816.8828125,1513.65672302246,1.68282954
5,2,635476276,False,0.0194436758756638,2400,3770,6900,2.45688946450419e-05,5.74236673855921e-06,0.00154979259241372,269.887420654297,4.88921022033691e-07,585931259,188,9334042624.0,69504304.0,107717.2578125,399.119201660156,0.0851427724
6,2,635476281,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,197,3060185600.0,25048800.0,0.0,0.0,0.03068478
7,3,635479015,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,140,12387856384.0,364730400.0,0.0,0.0,0.44679474
8,1,635478515,False,0.000359795842086896,11720,4760,3960,5.23888582101701e-08,2.52477883044833e-09,1.36969248387686e-07,54.25,1.04253831803799e-09,585931259,225,51011534848.0,337079712.0,46.1695556640625,0.851051688194275,0.4129226472
9,2,635476289,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,207,1692732160.0,23752800.0,0.0,0.0,0.02909718
10,1,635478800,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,17,301982023680.0,940414528.0,0.0,0.0,1.1520077968
11,2,635476751,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,888,37711552512.0,149899504.0,0.0,0.0,0.1836268924
12,3,635480375,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,1106,152640839680.0,485830784.0,0.0,0.0,0.5951427104
13,2,635476223,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,115,829002560.0,3266100.0,0.0,0.0,0.0040009725
14,3,635479282,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,222,5171678464.0,35991000.0,0.0,0.0,0.044088975
15,2,635476350,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,585931259,288,70249283584.0,235492192.0,0.0,0.0,0.2884779352
