,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,635145875,False,0.18695841729641,7160,6370,4000,0.00541346914658666,1.64027817254985e-05,0.00861281763219412,525.082743666904,3.659875078125e-05,549805072,278,629290068480.0,1821430764.0,15687651.0,29876.53125,2.2312526859
1,3,635148152,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,187,218982195200.0,490786208.0,0.0,0.0,0.6012131048
2,2,635144177,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,611,534381120.0,21505500.0,0.0,0.0,0.0263442375
3,1,635146860,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,859,2128923392.0,12558600.0,0.0,0.0,0.015384285
4,3,635148598,False,0.199375286698341,8710,2010,4230,0.00359277685123561,1.91108154723586e-05,0.00931952817171388,487.657273714637,2.42896266757011e-05,549805072,842,254335180800.0,1037541632.0,9669398.46875,19828.2666740417,1.2709884992
5,2,635145544,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,1060,93336192.0,3118500.0,0.0,0.0,0.0038201625
6,3,635148366,False,0.560559988021851,3680,1510,7620,0.121227545529872,3.04038106271536e-05,0.0167387694832252,550.548406201289,0.000819581049883318,549805072,500,8275532648448.0,22005325688.0,368342074.094727,669045.75500679,26.9565239678
7,2,635145685,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,563807439,1509009152.0,10125000.0,0.0,0.0,0.012403125
8,2,635144197,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,620,81048313856.0,212012992.0,0.0,0.0,0.2597159152
9,1,635147060,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,630,212511571968.0,543106816.0,0.0,0.0,0.6653058496
10,3,635148697,False,0.577593386173248,900,6120,4770,0.240882413107794,0.000119568910543296,0.0593111107823658,496.041241095771,0.00162852972210565,549805072,967,1017696180840.0,11118375270.0,659443187.358887,1329412.01804543,13.62000970575
11,3,635148142,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,169,48289648640.0,219634208.0,0.0,0.0,0.2690519048
12,3,635148180,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,312782624,5653353984.0,25666200.0,0.0,0.0,0.031441095
13,2,635144159,False,0.135884806513786,7450,4450,8730,0.00319605758735018,2.58941272477387e-05,0.0105953821912408,409.180877685547,2.16075333496094e-05,549805072,603,10283696128.0,681189312.0,7217461.0,17638.802734375,0.8344569072
14,1,635147883,False,0.33330962061882,5880,5480,5510,0.00866446376403221,0.000562984845601022,0.527490973472595,936.954162597656,5.85776959960937e-05,549805072,38,23187324928.0,84937504.0,44803768.0,47818.52734375,0.1040484424
15,1,635145794,False,0.215842813253403,8280,5530,5530,0.00906254073640659,0.00138343940488994,0.610856354236603,441.549072265625,6.1268968359375e-05,549805072,607344834,11437997056.0,36153000.0,22084290.0,50015.484375,0.044287425
16,1,635146914,False,0.0241604279726744,6320,7150,5010,4.9920035922891e-05,7.4582364081659e-07,0.000316070295683569,423.786909379152,3.37493556213379e-07,549805072,824,35377405248.0,369396904.0,116755.388671875,275.504943847656,0.4525112074
17,2,635143435,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,355,1512267264.0,9283500.0,0.0,0.0,0.0113722875
18,2,635145849,False,0.0639879256486893,8480,5700,5930,0.000335707730238156,0.000128953048260882,0.0421420000493526,326.801086425781,2.26961366577148e-06,549805072,607344850,5215698944.0,14367600.0,605479.375,1852.74584960938,0.01760031
19,2,635144304,False,0.042096883058548,4100,5030,8010,0.000145850343276012,1.06518818938639e-05,0.00648761307820678,609.057922363281,9.86047988891601e-07,549805072,675,25425401856.0,75567600.0,490253.34375,804.937133789062,0.09257031
20,3,635148700,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,970,32627469312.0,215377200.0,0.0,0.0,0.26383707
21,2,635144874,False,0.10130949318409,12310,1300,5770,0.000797489990246663,2.93294715447701e-06,0.00256409263238311,874.237609863281,5.3915773071289e-06,549805072,936,530436980736.0,1500636544.0,3847771.25,4401.28759765625,1.8382797664
22,1,635147420,False,0.0265318714082241,9510,1580,2020,9.2351291757104e-05,6.11738687439356e-06,0.00290015107020736,474.083343505859,6.24357841491699e-07,549805072,421,15886904320.0,83316600.0,241630.734375,509.679870605469,0.102062835
23,3,635148494,True,0.593445897102356,7360,6020,8290,0.0416151938294843,0.123993321054266,302.046416608045,2435.98940684759,0.000281347148461914,549805072,688,1354978328.0,1852286.39453125,559476468.0,229671.141601562,0.00226905083330078
24,3,635148122,False,0.104647129774094,11600,5460,8180,0.00182069345864557,1.16148680441552e-05,0.00648829496426009,558.61977420614,1.23091319702148e-05,549805072,145,55935872000.0,865121408.0,5613162.875,10048.2709960938,1.0597737248
25,2,635144660,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,846,45845897216.0,150742800.0,0.0,0.0,0.18465993
26,3,635148243,False,0.203467786312103,8390,6070,8960,0.00217912055365929,1.87879560229107e-05,0.0140128659032474,745.843022314915,1.47323440673828e-05,549805072,311,191243567104.0,640112384.0,8969809.0,12026.4033203125,0.7841376704
27,2,635145872,False,0.407849490642548,8450,2670,7530,0.0628150438287162,3.24841883876632e-05,0.0135428944389355,416.907274311917,0.000424672621594238,549805072,1080,3256595680768.0,10672008292.0,144529881.75,346671.527832031,13.0732101577
28,3,635148742,False,0.317569851875305,11090,2140,2230,0.00209625268775938,1.18961233133673e-06,0.000513495795268821,431.649691031549,1.41721006652832e-05,549805072,1017,3591604338688.0,9725068800.0,4993781.9375,11569.0617675781,11.91320928
29,3,635148863,False,0.137423977255821,9330,2060,1490,0.00103888034899391,1.29460273423017e-05,0.00501438434203235,387.329966904027,7.02354108886719e-06,549805072,312782574,149277671168.0,442877400.0,2220757.5,5733.5029296875,0.542524815
30,1,635147428,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,412,112898318336.0,279534592.0,0.0,0.0,0.3424298752
31,2,635142749,False,0.0416104942560196,11580,5410,8220,0.000245789749277331,4.92396884510526e-06,0.0029030223377049,589.569641113281,1.66170666809082e-06,549805072,96,74373660672.0,275488192.0,799748.375,1356.49523925781,0.3374730352
32,1,635145688,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,484682528,4861042176.0,15807600.0,0.0,0.0,0.01936431
33,1,635146910,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,827,62521114624.0,151294496.0,0.0,0.0,0.1853357576
34,2,635145559,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,1070,237389021184.0,543617088.0,0.0,0.0,0.6659309328
35,1,635147139,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,514,196815296.0,10040400.0,0.0,0.0,0.01229949
36,1,635146994,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,727,110316503040.0,410187584.0,0.0,0.0,0.5024797904
37,3,635148650,False,0.286343544721603,8300,2680,7420,0.0132645937809477,0.000405129767509009,0.167744473664404,414.051217948762,8.96777184570312e-05,549805072,916,6221492736.0,180698400.0,30311158.0,73206.30078125,0.22135554
38,1,635146904,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,831,6098416640.0,21726900.0,0.0,0.0,0.0266154525
39,3,635148558,False,0.431739062070847,8450,5730,3990,0.0271989737741203,4.51351180035091e-05,0.0130436869760723,288.991976825189,0.000183883649414062,549805072,784,122907380832.0,3325771776.0,43380326.0,150109.1015625,4.0740704256
40,2,635145417,False,0.172095417976379,8060,2640,10660,0.00460391245629874,2.62744383707061e-05,0.011356302565451,432.218660784483,3.11255943359375e-05,549805072,1002,345598959360.0,967048204.0,10982092.0,25408.6484375,1.1846340499
41,2,635144615,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,828,191298404352.0,897835520.0,0.0,0.0,1.099848512
42,1,635147044,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,654,152541052928.0,246657600.0,0.0,0.0,0.30215556
43,2,635142945,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,180,66181087232.0,180876608.0,0.0,0.0,0.2215738448
44,1,635146955,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,549805072,792,14150323648.0,309593712.0,0.0,0.0,0.3792522972
